"","country","week","mismatch","meanI","meanR0","meantemp","combination"
"1",1,1,0,0.10506569113748,0.836132820145696,24.2906461119316,1
"2",1,2,0,0.0935355604586466,0.837805173858938,24.282622707614,1
"3",1,3,0,0.0838705139937626,0.863116121680166,24.1626042277406,1
"4",1,4,0,0.0760738233491034,0.91323984989572,23.932331246927,1
"5",1,5,0,0.0701389435864729,0.990391795931668,23.5951433117618,1
"6",1,6,0,0.0660848618978768,1.09769850104529,23.1559305088487,1
"7",1,7,0,0.0639962003873597,1.23894625226633,22.6210625460556,1
"8",1,8,0,0.0640725270160446,1.41815356867231,21.9982963754761,1
"9",1,9,0,0.0666939558232744,1.63892213298115,21.2966636978036,1
"10",1,10,0,0.072510641618038,1.90356040482106,20.5263399795952,1
"11",1,11,0,0.0825564715237484,2.21204944171227,19.6984968830071,1
"12",1,12,0,0.0983556439839803,2.5610221010443,18.825140248149,1
"13",1,13,0,0.121899834785524,2.94302278573327,17.9189359777263,1
"14",1,14,0,0.15518737580053,3.34635351403611,16.9930263490886,1
"15",1,15,0,0.198844978791823,3.75574284461138,16.0608394176286,1
"16",1,16,0,0.24980342863568,4.15388207019758,15.1358942756688,1
"17",1,17,0,0.299884037888215,4.52360561471389,14.2316049910806,1
"18",1,18,0,0.338659090701209,4.85025338392002,13.3610860690261,1
"19",1,19,0,0.360019720354612,5.12365370459598,12.5369622581246,1
"20",1,20,0,0.365732310901247,5.33926165709483,11.7711854593401,1
"21",1,21,0,0.362568851226783,5.49824128000589,11.0748613928794,1
"22",1,22,0,0.357553065826888,5.60658071071666,10.458088536873,1
"23",1,23,0,0.355613545154472,5.67355643044855,9.9298116736399,1
"24",1,24,0,0.359058360998585,5.7099476953087,9.49769216748888,1
"25",1,25,0,0.366790344889711,5.72635022327355,9.16799685536103,1
"26",1,26,0,0.374480850799542,5.73180733530238,8.94550716168161,1
"27",1,27,0,0.378362297034262,5.73283725423123,8.83344975548892,1
"28",1,28,0,0.378360183787347,5.73283725423123,8.83344975548892,1
"29",1,29,0,0.376487990182302,5.73180733530238,8.9455071616816,1
"30",1,30,0,0.374388278642448,5.72635022327356,9.16799685536102,1
"31",1,31,0,0.372719573594988,5.7099476953087,9.49769216748886,1
"32",1,32,0,0.37149775130523,5.67355643044855,9.92981167363987,1
"33",1,33,0,0.370459809180904,5.60658071071667,10.458088536873,1
"34",1,34,0,0.369258178432139,5.4982412800059,11.0748613928794,1
"35",1,35,0,0.367544154102717,5.33926165709484,11.7711854593401,1
"36",1,36,0,0.364999749751613,5.12365370459599,12.5369622581246,1
"37",1,37,0,0.361345609050726,4.85025338392004,13.3610860690261,1
"38",1,38,0,0.356337425752639,4.5236056147139,14.2316049910805,1
"39",1,39,0,0.34975950917413,4.1538820701976,15.1358942756687,1
"40",1,40,0,0.341422727580124,3.7557428446114,16.0608394176285,1
"41",1,41,0,0.331171708655615,3.34635351403614,16.9930263490885,1
"42",1,42,0,0.318902782191292,2.94302278573329,17.9189359777262,1
"43",1,43,0,0.304590338342284,2.56102210104432,18.8251402481489,1
"44",1,44,0,0.288315607301666,2.21204944171229,19.6984968830071,1
"45",1,45,0,0.270289132233182,1.90356040482108,20.5263399795951,1
"46",1,46,0,0.250857699836145,1.63892213298116,21.2966636978035,1
"47",1,47,0,0.230489339958019,1.41815356867232,21.998296375476,1
"48",1,48,0,0.209735830457686,1.23894625226634,22.6210625460556,1
"49",1,49,0,0.189179437297756,1.0976985010453,23.1559305088486,1
"50",1,50,0,0.169375477112776,0.990391795931673,23.5951433117618,1
"51",1,51,0,0.150803374520705,0.913239849895723,23.932331246927,1
"52",1,52,0,0.133835383995651,0.863116121680168,24.1626042277406,1
"53",1,53,0,0.124882160356614,0.844739503848384,24.2493917253324,1
"54",2,1,0,0.149934529905361,0.977384072118707,23.9045712850223,1
"55",2,2,0,0.133411422250461,0.904314204702632,24.1814668732722,1
"56",2,3,0,0.118371726229606,0.857877607264529,24.3659817811555,1
"57",2,4,0,0.105029302533866,0.836004206896691,24.4554400710569,1
"58",2,5,0,0.0935035516756673,0.837675500691095,24.4485443691991,1
"59",2,6,0,0.083841377784957,0.86297029199139,24.3453946808782,1
"60",2,7,0,0.0760464761466636,0.913061420182558,24.1474869401311,1
"61",2,8,0,0.0701122966800068,0.990161756335235,23.8576913148696,1
"62",2,9,0,0.0660576747274009,1.09739416505328,23.4802105821123,1
"63",2,10,0,0.0639669508467265,1.23854039256625,23.0205191769794,1
"64",2,11,0,0.0640392177889374,1.4176140150206,22.4852837993956,1
"65",2,12,0,0.0666538073292511,1.63821211163147,21.8822667299076,1
"66",2,13,0,0.0724596264470294,1.90263990381963,21.2202132567826,1
"67",2,14,0,0.0824886822561859,2.2108777840413,20.5087248469833,1
"68",2,15,0,0.0982626632919577,2.55956167026122,19.758119900365,1
"69",2,16,0,0.121770816607324,2.94124350115231,18.9792841065127,1
"70",2,17,0,0.155011635557743,3.34423729184401,18.1835125744285,1
"71",2,18,0,0.198619643397695,3.75328705918643,17.3823460245912,1
"72",2,19,0,0.249545064872818,4.15110108722818,16.5874034190216,1
"73",2,20,0,0.299631867089595,4.52052984943578,15.810213456646,1
"74",2,21,0,0.338454020146134,4.84692594301622,15.062047377705,1
"75",2,22,0,0.359870665681486,5.1201252831938,14.3537555019708,1
"76",2,23,0,0.365601968382076,5.33558475603905,13.695609871387,1
"77",2,24,0,0.362380767086964,5.49446485898553,13.097155279215,1
"78",2,25,0,0.357198184651039,5.60274612942305,12.5670708461432,1
