"","country","week","mismatch","meanI","meanR0","meantemp","changes"
"1",1,1,0,6.49327367490311e-06,0.11354315601321,24.2906461119316,0.75
"2",1,2,0,1.45044452949621e-06,0.113979848843876,24.282622707614,0.75
"3",1,3,0,3.35928027118865e-07,0.120687499344982,24.1626042277406,0.75
"4",1,4,0,7.92401509039528e-08,0.134514136418849,23.932331246927,0.75
"5",1,5,0,1.93396353879232e-08,0.157202526205709,23.5951433117618,0.75
"6",1,6,0,4.98330660904556e-09,0.191578614805307,23.1559305088487,0.75
"7",1,7,0,1.39049934926126e-09,0.241799560247774,22.6210625460556,0.75
"8",1,8,0,4.33851406900422e-10,0.313597009308998,21.9982963754761,0.75
"9",1,9,0,1.5751132639063e-10,0.414390986063152,21.2966636978036,0.75
"10",1,10,0,6.97738955011242e-11,0.553077209709159,20.5263399795952,0.75
"11",1,11,0,3.97784663212409e-11,0.739243116122517,19.6984968830071,0.75
"12",1,12,0,3.08491137020835e-11,0.981612630220649,18.825140248149,0.75
"13",1,13,0,3.42780687131549e-11,1.28572880663874,17.9189359777263,0.75
"14",1,14,0,5.69025536702562e-11,1.65126818383689,16.9930263490886,0.75
"15",1,15,0,1.44767695727485e-10,2.06981577792984,16.0608394176286,0.75
"16",1,16,0,5.67243927748656e-10,2.52414759445841,15.1358942756688,0.75
"17",1,17,0,3.36586699843151e-09,2.9897982380528,14.2316049910806,0.75
"18",1,18,0,2.91625517528866e-08,3.43890004056074,13.3610860690261,0.75
"19",1,19,0,3.50576228129331e-07,3.84530283450802,12.5369622581246,0.75
"20",1,20,0,5.5107523419581e-06,4.18936801828921,11.7711854593401,0.75
"21",1,21,0,0.000106363194561038,4.46095273684436,11.0748613928794,0.75
"22",1,22,0,0.00227184840549707,4.65987743673861,10.458088536873,0.75
"23",1,23,0,0.0290633399959515,4.79413629077741,9.9298116736399,0.75
"24",1,24,0,0.162729368351526,4.87676802430497,9.49769216748888,0.75
"25",1,25,0,0.322944057725266,4.92243816796949,9.16799685536103,0.75
"26",1,26,0,0.224702372193938,4.94450381592463,8.94550716168161,0.75
"27",1,27,0,0.196636917818454,4.95290737039111,8.83344975548892,0.75
"28",1,28,0,0.203940801909111,4.95290737039111,8.83344975548892,0.75
"29",1,29,0,0.207466676854353,4.94450381592463,8.9455071616816,0.75
"30",1,30,0,0.206341272603645,4.92243816796949,9.16799685536102,0.75
"31",1,31,0,0.205234520735686,4.87676802430497,9.49769216748886,0.75
"32",1,32,0,0.204239530430435,4.79413629077742,9.92981167363987,0.75
"33",1,33,0,0.202496450676113,4.65987743673862,10.458088536873,0.75
"34",1,34,0,0.199645915773415,4.46095273684437,11.0748613928794,0.75
"35",1,35,0,0.195412109300186,4.18936801828922,11.7711854593401,0.75
"36",1,36,0,0.189377670810533,3.84530283450804,12.5369622581246,0.75
"37",1,37,0,0.181005037832928,3.43890004056076,13.3610860690261,0.75
"38",1,38,0,0.169669955624722,2.98979823805282,14.2316049910805,0.75
"39",1,39,0,0.154723645801453,2.52414759445843,15.1358942756687,0.75
"40",1,40,0,0.135674580055849,2.06981577792986,16.0608394176285,0.75
"41",1,41,0,0.112562195540487,1.65126818383691,16.9930263490885,0.75
"42",1,42,0,0.0864906943093751,1.28572880663876,17.9189359777262,0.75
"43",1,43,0,0.0599951070721761,0.981612630220663,18.8251402481489,0.75
"44",1,44,0,0.0365904242668341,0.739243116122528,19.6984968830071,0.75
"45",1,45,0,0.0192079056481532,0.553077209709167,20.5263399795951,0.75
"46",1,46,0,0.00859205201289858,0.414390986063159,21.2966636978035,0.75
"47",1,47,0,0.00328862696950914,0.313597009309002,21.998296375476,0.75
"48",1,48,0,0.00109478984236505,0.241799560247777,22.6210625460556,0.75
"49",1,49,0,0.000324500816385471,0.19157861480531,23.1559305088486,0.75
"50",1,50,0,8.78278062051357e-05,0.157202526205711,23.5951433117618,0.75
"51",1,51,0,2.22247613139947e-05,0.13451413641885,23.932331246927,0.75
"52",1,52,0,5.36746931737155e-06,0.120687499344983,24.1626042277406,0.75
"53",1,53,0,2.16042275077499e-06,0.115793128169511,24.2493917253324,0.75
"54",1,1,0.25,1.00068385712687e-05,0.11379355759541,24.2906461119316,0.75
"55",1,2,0.25,2.26369227040066e-06,0.114366766139584,24.282622707614,0.75
"56",1,3,0.25,5.25227354147256e-07,0.123242876203004,24.1626042277406,0.75
"57",1,4,0.25,1.24789453867351e-07,0.141938652284312,23.932331246927,0.75
"58",1,5,0.25,3.10509505032273e-08,0.173653297278523,23.5951433117618,0.75
"59",1,6,0.25,8.33392259660013e-09,0.223764207106266,23.1559305088487,0.75
"60",1,7,0.25,2.50900118530319e-09,0.300485563054771,22.6210625460556,0.75
"61",1,8,0.25,8.92182465989484e-10,0.415478662197712,21.9982963754761,0.75
"62",1,9,0.25,4.00073219598632e-10,0.583951012322552,21.2966636978036,0.75
"63",1,10,0.25,2.44454019746274e-10,0.823475010692648,20.5263399795952,0.75
"64",1,11,0.25,2.21129744184172e-10,1.15062246211547,19.6984968830071,0.75
"65",1,12,0.25,3.19828049184359e-10,1.57495810605422,18.825140248149,0.75
"66",1,13,0.25,7.82465099578114e-10,2.09130951632457,17.9189359777263,0.75
"67",1,14,0.25,3.30850827117344e-09,2.6732520738636,16.9930263490886,0.75
"68",1,15,0.25,2.36497612819941e-08,3.27208570635061,16.0608394176286,0.75
"69",1,16,0.25,2.67714794352774e-07,3.82444205009745,15.1358942756688,0.75
"70",1,17,0.25,4.34420364961979e-06,4.26757838772473,14.2316049910806,0.75
"71",1,18,0.25,8.96613750599302e-05,4.55661173741364,13.3610860690261,0.75
"72",1,19,0.25,0.00204685600325374,4.67610484816493,12.5369622581246,0.75
"73",1,20,0.25,0.0356397211094419,4.64130572846002,11.7711854593401,0.75
"74",1,21,0.25,0.223957286933638,4.48989658170112,11.0748613928794,0.75
"75",1,22,0.25,0.297219107229326,4.26932748361676,10.458088536873,0.75
"76",1,23,0.25,0.201028101781559,4.02535806625828,9.9298116736399,0.75
"77",1,24,0.25,0.177646367143814,3.79506806180705,9.49769216748888,0.75
"78",1,25,0.25,0.180706223147251,3.60464925472116,9.16799685536103,0.75
"79",1,26,0.25,0.182827096214872,3.47046592454556,8.94550716168161,0.75
"80",1,27,0.25,0.181699158864211,3.4014660726983,8.83344975548892,0.75
"81",1,28,0.25,0.181347821382294,3.4014660726983,8.83344975548892,0.75
"82",1,29,0.25,0.183430229874081,3.47046592454555,8.9455071616816,0.75
"83",1,30,0.25,0.1873831974895,3.60464925472115,9.16799685536102,0.75
"84",1,31,0.25,0.19211516590013,3.79506806180704,9.49769216748886,0.75
"85",1,32,0.25,0.196752546859234,4.02535806625826,9.92981167363987,0.75
"86",1,33,0.25,0.200695895373576,4.26932748361675,10.458088536873,0.75
"87",1,34,0.25,0.203513102904972,4.48989658170111,11.0748613928794,0.75
"88",1,35,0.25,0.204876391381086,4.64130572846002,11.7711854593401,0.75
"89",1,36,0.25,0.204506055907126,4.67610484816493,12.5369622581246,0.75
"90",1,37,0.25,0.202084891917956,4.55661173741365,13.3610860690261,0.75
"91",1,38,0.25,0.197170608857835,4.26757838772475,14.2316049910805,0.75
"92",1,39,0.25,0.189130804051099,3.82444205009748,15.1358942756687,0.75
"93",1,40,0.25,0.177125820433108,3.27208570635064,16.0608394176285,0.75
"94",1,41,0.25,0.16020899103081,2.67325207386363,16.9930263490885,0.75
"95",1,42,0.25,0.137683186611976,2.0913095163246,17.9189359777262,0.75
"96",1,43,0.25,0.109853401430469,1.57495810605425,18.8251402481489,0.75
"97",1,44,0.25,0.0789904990607914,1.15062246211549,19.6984968830071,0.75
"98",1,45,0.25,0.0495424230797663,0.823475010692663,20.5263399795951,0.75
"99",1,46,0.25,0.0263609095903383,0.583951012322562,21.2966636978035,0.75
"100",1,47,0.25,0.0117374499178578,0.415478662197719,21.998296375476,0.75
"101",1,48,0.25,0.00439624966543058,0.300485563054776,22.6210625460556,0.75
"102",1,49,0.25,0.00141515174430712,0.22376420710627,23.1559305088486,0.75
"103",1,50,0.25,0.000403459046028268,0.173653297278525,23.5951433117618,0.75
"104",1,51,0.25,0.000105110794369635,0.141938652284313,23.932331246927,0.75
"105",1,52,0.25,2.57372809253671e-05,0.123242876203005,24.1626042277406,0.75
"106",1,53,0.25,1.0401613712588e-05,0.116748738164064,24.2493917253324,0.75
"107",1,1,0.5,3.2636614916701e-05,0.114297066633699,24.2906461119316,0.75
"108",1,2,0.5,7.50161457831571e-06,0.115146188417679,24.282622707614,0.75
"109",1,3,0.5,1.74586500613476e-06,0.128508537683844,24.1626042277406,0.75
"110",1,4,0.5,4.20981507330619e-07,0.157874910012484,23.932331246927,0.75
"111",1,5,0.5,1.09198860775903e-07,0.210967624817701,23.5951433117618,0.75
