"","country","week","mismatch","meanI","meanR0","meantemp","combination","meanRH"
"9553",37,13,0,79625.245554886,0.808214115307783,NA,1,0.760287501767216
"9554",37,14,0,59746.2971924444,0.854979747777954,NA,1,0.754918142712725
"9555",37,15,0,49051.3792278331,0.92694706263455,NA,1,0.74705580868488
"9556",37,16,0,45532.6077132256,1.02701353268234,NA,1,0.736814523616013
"9557",37,17,0,49500.8975445562,1.1586843292655,NA,1,0.724342812306972
"9558",37,18,0,65346.7815026315,1.32567331239464,NA,1,0.709821546438014
"9559",37,19,0,108352.833980333,1.53129863041097,NA,1,0.693461321467301
"9560",37,20,0,230856.572844672,1.77766827120898,NA,1,0.675499402458665
"9561",37,21,0,621233.171936749,2.06472086316583,NA,1,0.656196283131954
"9562",37,22,0,1809858.41483079,2.38928118583539,NA,1,0.635831908038505
"9563",37,23,0,3771543.20487797,2.74437842751049,NA,1,0.614701612649873
"9564",37,24,0,4223570.00150656,3.11911029764643,NA,1,0.593111840238885
"9565",37,25,0,3580860.5027437,3.49927106600352,NA,1,0.571375697669192
"9566",37,26,0,3400863.81835455,3.86878290452982,NA,1,0.549808414545737
"9567",37,27,0,3566493.132153,4.21172192051293,NA,1,0.528722771580041
"9568",37,28,0,3692583.05567582,4.51450917648678,NA,1,0.508424564470706
"9569",37,29,0,3718021.50145825,4.76774618339591,NA,1,0.489208169084453
"9570",37,30,0,3727934.30424285,4.96726456803061,NA,1,0.471352272253897
"9571",37,31,0,3742905.42969337,5.11419541065113,NA,1,0.455115830106406
"9572",37,32,0,3752048.9311173,5.21414242494152,NA,1,0.440734312538601
"9573",37,33,0,3754554.49241243,5.27575321773742,NA,1,0.428416288301208
"9574",37,34,0,3754080.46523526,5.30906090795156,NA,1,0.418340400219262
"9575",37,35,0,3752516.76405573,5.32391956594821,NA,1,0.410652774414697
"9576",37,36,0,3750758.73342776,5.32873524206088,NA,1,0.405464901104213
"9577",37,37,0,3749419.48335906,5.32956491764231,NA,1,0.402852017706267
"9578",37,38,0,3748650.62269941,5.32956491764231,NA,1,0.402852017706267
"9579",37,39,0,3748023.32083889,5.32873524206088,NA,1,0.405464901104213
"9580",37,40,0,3746567.36173472,5.32391956594821,NA,1,0.410652774414697
"9581",37,41,0,3742851.55880491,5.30906090795156,NA,1,0.418340400219261
"9582",37,42,0,3735072.90985204,5.27575321773742,NA,1,0.428416288301207
"9583",37,43,0,3721140.27516324,5.21414242494153,NA,1,0.4407343125386
"9584",37,44,0,3698728.17932999,5.11419541065114,NA,1,0.455115830106405
"9585",37,45,0,3665285.67917021,4.96726456803062,NA,1,0.471352272253896
"9586",37,46,0,3618003.38896468,4.76774618339592,NA,1,0.489208169084452
"9587",37,47,0,3553758.14510258,4.51450917648679,NA,1,0.508424564470705
"9588",37,48,0,3469069.6380263,4.21172192051295,NA,1,0.52872277158004
"9589",37,49,0,3360118.82545759,3.86878290452984,NA,1,0.549808414545736
"9590",37,50,0,3222895.06907772,3.49927106600354,NA,1,0.571375697669191
"9591",37,51,0,3053554.19922618,3.11911029764645,NA,1,0.593111840238884
"9592",37,52,0,2849070.55653324,2.74437842751051,NA,1,0.614701612649872
"9593",37,53,0,2717342.74736453,2.53718271535014,NA,1,0.626878179441324
"9594",37,1,0.25,2692652.58791692,3.04772503942202,NA,1,0.638795026431586
"9595",37,2,0.25,2454885.56407383,2.58367285409017,NA,1,0.659025561829747
"9596",37,3,0.25,2184019.21012542,2.16687208644156,NA,1,0.678153809691007
"9597",37,4,0.25,1897474.01097495,1.809138149404,NA,1,0.695902361547087
"9598",37,5,0.25,1606040.18734905,1.51391410883003,NA,1,0.712013818047024
"9599",37,6,0.25,1304141.51033393,1.27868383700277,NA,1,0.726254521905436
"9600",37,7,0.25,998936.341254748,1.0975818996966,NA,1,0.738417946530174
"9601",37,8,0.25,720882.645508154,0.963573970123995,NA,1,0.7483276911856
"9602",37,9,0.25,495822.936123458,0.869976339921847,NA,1,0.755840039253978
"9603",37,10,0.25,330587.881955223,0.811359146014244,NA,1,0.76084604249363
"9604",37,11,0.25,218136.756723215,0.784002467728975,NA,1,0.76327310106682
"9605",37,12,0.25,146067.233756434,0.786086739304388,NA,1,0.763086016422897
"9606",37,13,0.25,102289.747401694,0.817752447009876,NA,1,0.760287501767216
"9607",37,14,0.25,77613.8620331038,0.881096279247126,NA,1,0.754918142712725
"9608",37,15,0.25,66464.9176900781,0.980098538185884,NA,1,0.74705580868488
"9609",37,16,0.25,67254.1964014822,1.12040447426388,NA,1,0.736814523616013
"9610",37,17,0.25,84497.2803262164,1.3088159999096,NA,1,0.724342812306972
"9611",37,18,0.25,138423.760571745,1.55230934929644,NA,1,0.709821546438014
"9612",37,19,0.25,306203.635248189,1.8564191613739,NA,1,0.693461321467301
"9613",37,20,0.25,889097.639930701,2.22297419665453,NA,1,0.675499402458665
"9614",37,21,0.25,2617534.94172403,2.64746743355623,NA,1,0.656196283131954
"9615",37,22,0.25,4467371.25913459,3.1167452745212,NA,1,0.635831908038505
"9616",37,23,0.25,4085322.09499959,3.60802805974894,NA,1,0.614701612649873
"9617",37,24,0.25,3529857.59581837,4.09025108933233,NA,1,0.593111840238885
"9618",37,25,0.25,3586632.6844828,4.52813452400398,NA,1,0.571375697669192
"9619",37,26,0.25,3745681.01152527,4.88834124749707,NA,1,0.549808414545737
"9620",37,27,0.25,3774790.47635481,5.14603652136247,NA,1,0.528722771580041
"9621",37,28,0.25,3759045.73363489,5.28974933327993,NA,1,0.508424564470706
"9622",37,29,0.25,3744394.29635316,5.32298834289392,NA,1,0.489208169084453
"9623",37,30,0.25,3721146.46433289,5.26233265027335,NA,1,0.471352272253897
"9624",37,31,0.25,3686989.16237395,5.13300837706637,NA,1,0.455115830106406
"9625",37,32,0.25,3646911.47264042,4.96363349892225,NA,1,0.440734312538601
"9626",37,33,0.25,3605470.20026657,4.78167303867786,NA,1,0.428416288301208
"9627",37,34,0.25,3566856.811114,4.61046978143298,NA,1,0.418340400219262
"9628",37,35,0.25,3535448.71968085,4.46795427458035,NA,1,0.410652774414697
"9629",37,36,0.25,3515272.49131747,4.36661818825632,NA,1,0.405464901104213
"9630",37,37,0.25,3509233.7441242,4.31414469564491,NA,1,0.402852017706267
"9631",37,38,0.25,3518460.97204337,4.31414469564491,NA,1,0.402852017706267
"9632",37,39,0.25,3541907.68297412,4.36661818825631,NA,1,0.405464901104213
"9633",37,40,0.25,3576381.59714786,4.46795427458034,NA,1,0.410652774414697
"9634",37,41,0.25,3617105.33229566,4.61046978143298,NA,1,0.418340400219261
"9635",37,42,0.25,3658639.23644314,4.78167303867785,NA,1,0.428416288301207
"9636",37,43,0.25,3695780.94404847,4.96363349892224,NA,1,0.4407343125386
"9637",37,44,0.25,3724105.6233459,5.13300837706637,NA,1,0.455115830106405
"9638",37,45,0.25,3740041.37792589,5.26233265027334,NA,1,0.471352272253896
