"","country","changes","mismatch","corsI","corsR","maxs","mins","means","lat","long","pop"
"1","Argentina",1,0,0.781156672647654,0.824396569606019,24.2906461119316,8.83344975548892,16.6845389297698,-38.416097,-63.616672,44938712
"2","Argentina",1,0.25,0.678082537357344,0.666187074986271,24.2906461119316,8.83344975548892,16.6845389297698,-38.416097,-63.616672,44938712
"3","Argentina",1,0.5,-0.160421298821273,-0.221380142965746,24.2906461119316,8.83344975548892,16.6845389297698,-38.416097,-63.616672,44938712
"4","Argentina",1,0.75,-0.852878315018817,-0.832493460556739,24.2906461119316,8.83344975548892,16.6845389297698,-38.416097,-63.616672,44938712
"5","Argentina",1,1,-0.858073928510484,-0.864037006015058,24.2906461119316,8.83344975548892,16.6845389297698,-38.416097,-63.616672,44938712
"6","Australia",1,0,0.700769148761853,0.78637801633596,24.4554400710569,11.1707776743704,17.9068989946278,-25.274398,133.775136,25364307
"7","Australia",1,0.25,0.582000130616533,0.583402878281905,24.4554400710569,11.1707776743704,17.9068989946278,-25.274398,133.775136,25364307
"8","Australia",1,0.5,-0.355793791683579,-0.383262965516882,24.4554400710569,11.1707776743704,17.9068989946278,-25.274398,133.775136,25364307
"9","Australia",1,0.75,-0.886457155086499,-0.876105829325827,24.4554400710569,11.1707776743704,17.9068989946278,-25.274398,133.775136,25364307
"10","Australia",1,1,-0.836533726797187,-0.845638392373845,24.4554400710569,11.1707776743704,17.9068989946278,-25.274398,133.775136,25364307
"11","Austria",1,0,0.516476531264707,0.648045694961256,20.4429680379856,-2.69669368169018,8.76729090226386,47.516231,14.550072,8877067
"12","Austria",1,0.25,0.417104386631008,0.42313741311957,20.4429680379856,-2.69669368169018,8.76729090226386,47.516231,14.550072,8877067
"13","Austria",1,0.5,-0.341929744971441,-0.413294864208169,20.4429680379856,-2.69669368169018,8.76729090226386,47.516231,14.550072,8877067
"14","Austria",1,0.75,-0.749043165528587,-0.772682526423082,20.4429680379856,-2.69669368169018,8.76729090226386,47.516231,14.550072,8877067
"15","Austria",1,1,-0.703731810505743,-0.734069262674117,20.4429680379856,-2.69669368169018,8.76729090226386,47.516231,14.550072,8877067
"16","Belarus",1,0,0.516740962367914,0.561333152838409,21.4595583990503,-6.08091408294802,7.47504322009185,53.709807,27.953389,9466856
"17","Belarus",1,0.25,0.468982228122349,0.497382325524903,21.4595583990503,-6.08091408294802,7.47504322009185,53.709807,27.953389,9466856
"18","Belarus",1,0.5,-0.159871176066351,-0.053596246454491,21.4595583990503,-6.08091408294802,7.47504322009185,53.709807,27.953389,9466856
"19","Belarus",1,0.75,-0.665731458820954,-0.516517172806999,21.4595583990503,-6.08091408294802,7.47504322009185,53.709807,27.953389,9466856
"20","Belarus",1,1,-0.671965700409208,-0.571695952240341,21.4595583990503,-6.08091408294802,7.47504322009185,53.709807,27.953389,9466856
"21","Belgium",1,0,0.616235998524696,0.767412114632709,18.5749419854765,2.66865848062165,10.5166396364409,50.503887,4.469936,11484055
"22","Belgium",1,0.25,0.499987157645302,0.545601591663766,18.5749419854765,2.66865848062165,10.5166396364409,50.503887,4.469936,11484055
"23","Belgium",1,0.5,-0.349904637725029,-0.41123106131446,18.5749419854765,2.66865848062165,10.5166396364409,50.503887,4.469936,11484055
"24","Belgium",1,0.75,-0.838080717201437,-0.87590385302109,18.5749419854765,2.66865848062165,10.5166396364409,50.503887,4.469936,11484055
"25","Belgium",1,1,-0.793072888028955,-0.833449385843817,18.5749419854765,2.66865848062165,10.5166396364409,50.503887,4.469936,11484055
"26","Brazil",1,0,-0.01921539955607,0.36468342074233,26.8270068859397,22.8861612748017,24.8800554981854,-14.235004,-51.92528,211049527
"27","Brazil",1,0.25,0.111792248172169,0.402716745190504,26.8270068859397,22.8861612748017,24.8800554981854,-14.235004,-51.92528,211049527
"28","Brazil",1,0.5,0.201472022207774,0.169605929698357,26.8270068859397,22.8861612748017,24.8800554981854,-14.235004,-51.92528,211049527
"29","Brazil",1,0.75,-0.00597817642273423,-0.267856101567508,26.8270068859397,22.8861612748017,24.8800554981854,-14.235004,-51.92528,211049527
"30","Brazil",1,1,-0.0362793238692147,-0.346924521635173,26.8270068859397,22.8861612748017,24.8800554981854,-14.235004,-51.92528,211049527
"31","Bulgaria",1,0,0.57681719678484,0.689071859209412,25.231601509414,-1.05409025789005,11.9305760872596,42.733883,25.48583,6975761
"32","Bulgaria",1,0.25,0.482687279473801,0.481378075386325,25.231601509414,-1.05409025789005,11.9305760872596,42.733883,25.48583,6975761
"33","Bulgaria",1,0.5,-0.364438033818681,-0.368472464678793,25.231601509414,-1.05409025789005,11.9305760872596,42.733883,25.48583,6975761
"34","Bulgaria",1,0.75,-0.830411111258062,-0.790189772121327,25.231601509414,-1.05409025789005,11.9305760872596,42.733883,25.48583,6975761
"35","Bulgaria",1,1,-0.779405655598151,-0.785639378571626,25.231601509414,-1.05409025789005,11.9305760872596,42.733883,25.48583,6975761
"36","Cambodia",1,0,0.676080419681097,0.738349174117376,31.3194921350763,26.569218914443,28.9303232947762,12.565679,104.990963,16486542
"37","Cambodia",1,0.25,0.564558297279091,0.545127174127027,31.3194921350763,26.569218914443,28.9303232947762,12.565679,104.990963,16486542
"38","Cambodia",1,0.5,-0.216604890748556,-0.311256597137417,31.3194921350763,26.569218914443,28.9303232947762,12.565679,104.990963,16486542
"39","Cambodia",1,0.75,-0.5741559643018,-0.790722638533151,31.3194921350763,26.569218914443,28.9303232947762,12.565679,104.990963,16486542
"40","Cambodia",1,1,-0.513212053982138,-0.775382517060342,31.3194921350763,26.569218914443,28.9303232947762,12.565679,104.990963,16486542
"41","Cameroon",1,0,0.647419524445555,0.609646515413204,28.3070526767857,24.0995169799991,26.2070221516003,7.369722,12.354722,25876380
"42","Cameroon",1,0.25,0.543895058011672,0.53830984169003,28.3070526767857,24.0995169799991,26.2070221516003,7.369722,12.354722,25876380
"43","Cameroon",1,0.5,-0.3650044694037,-0.101190888421047,28.3070526767857,24.0995169799991,26.2070221516003,7.369722,12.354722,25876380
"44","Cameroon",1,0.75,-0.697449595034117,-0.603682657258527,28.3070526767857,24.0995169799991,26.2070221516003,7.369722,12.354722,25876380
"45","Cameroon",1,1,-0.588320774810615,-0.619760603029233,28.3070526767857,24.0995169799991,26.2070221516003,7.369722,12.354722,25876380
"46","Canada",1,0,0.738935813426191,0.882537969598766,17.4202989105623,-13.3856705313376,1.79836202341038,56.130366,-106.346771,37589262
"47","Canada",1,0.25,0.641345889158557,0.724585304817446,17.4202989105623,-13.3856705313376,1.79836202341038,56.130366,-106.346771,37589262
"48","Canada",1,0.5,-0.198846743875504,-0.241677548308077,17.4202989105623,-13.3856705313376,1.79836202341038,56.130366,-106.346771,37589262
"49","Canada",1,0.75,-0.920045312007269,-0.900481000900726,17.4202989105623,-13.3856705313376,1.79836202341038,56.130366,-106.346771,37589262
"50","Canada",1,1,-0.951588280246734,-0.929808662187872,17.4202989105623,-13.3856705313376,1.79836202341038,56.130366,-106.346771,37589262
"51","Chile",1,0,0.809674319747041,0.901634179665559,18.0972532583035,8.16078876132076,13.1991727523811,-35.675147,-71.542969,18952038
"52","Chile",1,0.25,0.722765399406894,0.772672318810937,18.0972532583035,8.16078876132076,13.1991727523811,-35.675147,-71.542969,18952038
"53","Chile",1,0.5,-0.11389273712557,-0.219198710754609,18.0972532583035,8.16078876132076,13.1991727523811,-35.675147,-71.542969,18952038
"54","Chile",1,0.75,-0.825917811347095,-0.910206483845729,18.0972532583035,8.16078876132076,13.1991727523811,-35.675147,-71.542969,18952038
"55","Chile",1,1,-0.838127791988084,-0.923297343285029,18.0972532583035,8.16078876132076,13.1991727523811,-35.675147,-71.542969,18952038
"56","China",1,0,0.671224681833007,0.763873254614887,25.5896135671934,-1.50949037611875,11.8474558240582,35.86166,104.195397,1397715000
"57","China",1,0.25,0.540838038901513,0.571319807676524,25.5896135671934,-1.50949037611875,11.8474558240582,35.86166,104.195397,1397715000
"58","China",1,0.5,-0.375125601063094,-0.401668896376213,25.5896135671934,-1.50949037611875,11.8474558240582,35.86166,104.195397,1397715000
"59","China",1,0.75,-0.962295870599264,-0.882463849629343,25.5896135671934,-1.50949037611875,11.8474558240582,35.86166,104.195397,1397715000
"60","China",1,1,-0.925058334196409,-0.868370312508936,25.5896135671934,-1.50949037611875,11.8474558240582,35.86166,104.195397,1397715000
"61","Colombia",1,0,-0.524172027797141,-0.376120494754652,26.9653531988473,26.0150345773259,26.4891865302731,4.570868,-74.297333,50339443
"62","Colombia",1,0.25,-0.592583680219844,-0.303987842882555,26.9653531988473,26.0150345773259,26.4891865302731,4.570868,-74.297333,50339443
"63","Colombia",1,0.5,-0.124086158055492,0.180076765689579,26.9653531988473,26.0150345773259,26.4891865302731,4.570868,-74.297333,50339443
"64","Colombia",1,0.75,0.443708694428843,0.423820040343515,26.9653531988473,26.0150345773259,26.4891865302731,4.570868,-74.297333,50339443
"65","Colombia",1,1,0.497750702135272,0.390110533368912,26.9653531988473,26.0150345773259,26.4891865302731,4.570868,-74.297333,50339443
"66","Costa Rica",1,0,0.0117260742703772,0.16676826820286,26.3364506200452,23.8086030867979,25.0606859809703,9.748917,-83.753428,5047561
"67","Costa Rica",1,0.25,-0.0163419698733691,0.211363654581465,26.3364506200452,23.8086030867979,25.0606859809703,9.748917,-83.753428,5047561
"68","Costa Rica",1,0.5,-0.105686984314743,0.26272750228416,26.3364506200452,23.8086030867979,25.0606859809703,9.748917,-83.753428,5047561
"69","Costa Rica",1,0.75,0.0610286259849174,0.0107792244432034,26.3364506200452,23.8086030867979,25.0606859809703,9.748917,-83.753428,5047561
"70","Costa Rica",1,1,-0.0996535634480109,-0.132714748667979,26.3364506200452,23.8086030867979,25.0606859809703,9.748917,-83.753428,5047561
"71","Croatia",1,0,0.670411085093338,0.745750232855817,26.9776703677941,3.81737623699802,15.2238418923694,45.1,15.2,4067500
"72","Croatia",1,0.25,0.578179233041394,0.616329629981459,26.9776703677941,3.81737623699802,15.2238418923694,45.1,15.2,4067500
"73","Croatia",1,0.5,-0.23702608072311,-0.192503870257476,26.9776703677941,3.81737623699802,15.2238418923694,45.1,15.2,4067500
"74","Croatia",1,0.75,-0.895014154745079,-0.75082022098102,26.9776703677941,3.81737623699802,15.2238418923694,45.1,15.2,4067500
"75","Croatia",1,1,-0.905107568196447,-0.796152196346873,26.9776703677941,3.81737623699802,15.2238418923694,45.1,15.2,4067500
"76","Cuba",1,0,-0.350599688831124,-0.644461535576607,28.1330712649811,22.0990318502307,25.0797404885125,21.521757,-77.781167,11333483
"77","Cuba",1,0.25,-0.355645159879593,-0.572746882196225,28.1330712649811,22.0990318502307,25.0797404885125,21.521757,-77.781167,11333483
"78","Cuba",1,0.5,-0.00902807378283305,0.0131786309972227,28.1330712649811,22.0990318502307,25.0797404885125,21.521757,-77.781167,11333483
"79","Cuba",1,0.75,0.342711272140687,0.578241600765824,28.1330712649811,22.0990318502307,25.0797404885125,21.521757,-77.781167,11333483
"80","Cuba",1,1,0.373644710642578,0.646381591676911,28.1330712649811,22.0990318502307,25.0797404885125,21.521757,-77.781167,11333483
"81","Czech Republic",1,0,0.806548191815031,0.89052899427505,18.8684168609078,-2.36517020060691,8.08286720070625,49.817492,15.472962,10669709
"82","Czech Republic",1,0.25,0.741738311615093,0.794525808514782,18.8684168609078,-2.36517020060691,8.08286720070625,49.817492,15.472962,10669709
"83","Czech Republic",1,0.5,-0.109440037511752,-0.0567139355534568,18.8684168609078,-2.36517020060691,8.08286720070625,49.817492,15.472962,10669709
"84","Czech Republic",1,0.75,-0.872905930744188,-0.827391477735981,18.8684168609078,-2.36517020060691,8.08286720070625,49.817492,15.472962,10669709
"85","Czech Republic",1,1,-0.910971748887115,-0.906511598546816,18.8684168609078,-2.36517020060691,8.08286720070625,49.817492,15.472962,10669709
"86","Denmark",1,0,0.596749402431367,0.759965554794991,17.962690973959,0.874102787654479,9.29694044010681,56.26392,9.501785,5818553
"87","Denmark",1,0.25,0.489208090771654,0.539086178589333,17.962690973959,0.874102787654479,9.29694044010681,56.26392,9.501785,5818553
"88","Denmark",1,0.5,-0.399498932000978,-0.416496337855722,17.962690973959,0.874102787654479,9.29694044010681,56.26392,9.501785,5818553
"89","Denmark",1,0.75,-0.912837395630571,-0.869757694813278,17.962690973959,0.874102787654479,9.29694044010681,56.26392,9.501785,5818553
"90","Denmark",1,1,-0.870129464245474,-0.826434052002942,17.962690973959,0.874102787654479,9.29694044010681,56.26392,9.501785,5818553
"91","Dominican Republic",1,0,-0.350994017297074,-0.647090167614,29.0654558563619,24.9284923674462,26.967570813329,18.735693,-70.162651,10738958
"92","Dominican Republic",1,0.25,-0.325866441967211,-0.591281480094649,29.0654558563619,24.9284923674462,26.967570813329,18.735693,-70.162651,10738958
"93","Dominican Republic",1,0.5,0.1871578983253,0.0132419131623517,29.0654558563619,24.9284923674462,26.967570813329,18.735693,-70.162651,10738958
"94","Dominican Republic",1,0.75,0.395747853876,0.592710898352009,29.0654558563619,24.9284923674462,26.967570813329,18.735693,-70.162651,10738958
"95","Dominican Republic",1,1,0.329145500758913,0.648055101912229,29.0654558563619,24.9284923674462,26.967570813329,18.735693,-70.162651,10738958
"96","Egypt, Arab Rep.",1,0,0.438946208426051,0.523246789461428,30.615872753397,13.9463150820057,22.1708871161325,26.820553,30.802498,100388073
"97","Egypt, Arab Rep.",1,0.25,0.412726027565033,0.47902813988411,30.615872753397,13.9463150820057,22.1708871161325,26.820553,30.802498,100388073
"98","Egypt, Arab Rep.",1,0.5,0.131243236953069,-0.0324114155673431,30.615872753397,13.9463150820057,22.1708871161325,26.820553,30.802498,100388073
"99","Egypt, Arab Rep.",1,0.75,-0.331481774928407,-0.463847650002667,30.615872753397,13.9463150820057,22.1708871161325,26.820553,30.802498,100388073
