"","country","changes","mismatch","corsI","corsR","maxs","mins","means","lat","long","pop"
"1","Argentina",5,0,0.665431572858122,0.802613960246364,24.2906461119316,8.83344975548892,16.6845389297698,-38.416097,-63.616672,44938712
"2","Argentina",5,0.25,0.648914585167235,0.785003204962969,24.2906461119316,8.83344975548892,16.6845389297698,-38.416097,-63.616672,44938712
"3","Argentina",5,0.5,0.577831086060426,0.702732585476254,24.2906461119316,8.83344975548892,16.6845389297698,-38.416097,-63.616672,44938712
"4","Argentina",5,0.75,0.582631952259067,0.736663202613159,24.2906461119316,8.83344975548892,16.6845389297698,-38.416097,-63.616672,44938712
"5","Argentina",5,1,0.595668559891773,0.758866970542233,24.2906461119316,8.83344975548892,16.6845389297698,-38.416097,-63.616672,44938712
"6","Australia",5,0,0.618302334522532,0.758984062987647,24.4554400710569,11.1707776743704,17.9068989946278,-25.274398,133.775136,25364307
"7","Australia",5,0.25,0.597876479765517,0.735100663718707,24.4554400710569,11.1707776743704,17.9068989946278,-25.274398,133.775136,25364307
"8","Australia",5,0.5,0.511435810006248,0.627012250619341,24.4554400710569,11.1707776743704,17.9068989946278,-25.274398,133.775136,25364307
"9","Australia",5,0.75,0.522737882327624,0.673639222322643,24.4554400710569,11.1707776743704,17.9068989946278,-25.274398,133.775136,25364307
"10","Australia",5,1,0.540039389269251,0.704182756219998,24.4554400710569,11.1707776743704,17.9068989946278,-25.274398,133.775136,25364307
"11","Austria",5,0,0.537447332309489,0.578189192353689,20.4429680379856,-2.69669368169018,8.76729090226386,47.516231,14.550072,8877067
"12","Austria",5,0.25,0.511830038282676,0.547925435423464,20.4429680379856,-2.69669368169018,8.76729090226386,47.516231,14.550072,8877067
"13","Austria",5,0.5,0.399346795381792,0.411157224389665,20.4429680379856,-2.69669368169018,8.76729090226386,47.516231,14.550072,8877067
"14","Austria",5,0.75,0.406892617346286,0.440166014181463,20.4429680379856,-2.69669368169018,8.76729090226386,47.516231,14.550072,8877067
"15","Austria",5,1,0.426774054421207,0.471972229072432,20.4429680379856,-2.69669368169018,8.76729090226386,47.516231,14.550072,8877067
"16","Belarus",5,0,0.499434325541726,0.522156194888733,21.4595583990503,-6.08091408294802,7.47504322009185,53.709807,27.953389,9466856
"17","Belarus",5,0.25,0.491169647766041,0.512403585526132,21.4595583990503,-6.08091408294802,7.47504322009185,53.709807,27.953389,9466856
