"","country","combination","mismatch","corsI","corsR","maxs","mins","means","lat","long","pop"
"1","Argentina",1,0,0.651480410253638,0.658577324853695,0.759205262580108,0.547378042065699,0.653880151869695,-38.416097,-63.616672,44938712
"2","Argentina",1,0.25,0.612558565373099,0.663538710276263,0.759205262580108,0.547378042065699,0.653880151869695,-38.416097,-63.616672,44938712
"3","Argentina",1,0.5,0.151217724294107,0.13134186412352,0.759205262580108,0.547378042065699,0.653880151869695,-38.416097,-63.616672,44938712
"4","Argentina",1,0.75,-0.412499394957111,-0.567272655470611,0.759205262580108,0.547378042065699,0.653880151869695,-38.416097,-63.616672,44938712
"5","Argentina",1,1,-0.452034663592646,-0.646387890241548,0.759205262580108,0.547378042065699,0.653880151869695,-38.416097,-63.616672,44938712
"6","Australia",1,0,-0.854811633629081,-0.73992102118952,0.735900890066744,0.54820184190838,0.640590971554546,-25.274398,133.775136,25364307
"7","Australia",1,0.25,-0.859649675977046,-0.777963355547971,0.735900890066744,0.54820184190838,0.640590971554546,-25.274398,133.775136,25364307
"8","Australia",1,0.5,-0.387417395053412,-0.33546605903425,0.735900890066744,0.54820184190838,0.640590971554546,-25.274398,133.775136,25364307
"9","Australia",1,0.75,0.473708324616772,0.522684276396047,0.735900890066744,0.54820184190838,0.640590971554546,-25.274398,133.775136,25364307
"10","Australia",1,1,0.556975031230351,0.706096750535532,0.735900890066744,0.54820184190838,0.640590971554546,-25.274398,133.775136,25364307
"11","Austria",1,0,0.0531286247702356,-0.055380007312929,0.873954111090132,0.671239114993647,0.773953967062252,47.516231,14.550072,8877067
"12","Austria",1,0.25,0.208740007441234,0.109605737348782,0.873954111090132,0.671239114993647,0.773953967062252,47.516231,14.550072,8877067
"13","Austria",1,0.5,0.504778765461128,0.553209072021069,0.873954111090132,0.671239114993647,0.773953967062252,47.516231,14.550072,8877067
"14","Austria",1,0.75,0.290989516992105,0.285947871139112,0.873954111090132,0.671239114993647,0.773953967062252,47.516231,14.550072,8877067
