"","country","combination","mismatch","corsI","corsR","maxs","mins","time_max","means","lat","long","pop"
"39","Austria",2,0.75,-0.716611121198648,-0.772700582858961,20.4429680379856,-2.69669368169018,34,8.76729090226386,47.516231,14.550072,8877067
"40","Austria",2,1,-0.671335062297171,-0.74787193866813,20.4429680379856,-2.69669368169018,34,8.76729090226386,47.516231,14.550072,8877067
"41","Austria",3,0,0.498558642513802,0.64771900634287,20.4429680379856,-2.69669368169018,34,8.76729090226386,47.516231,14.550072,8877067
"42","Austria",3,0.25,0.397975447904882,0.422377559675769,20.4429680379856,-2.69669368169018,34,8.76729090226386,47.516231,14.550072,8877067
"43","Austria",3,0.5,-0.344745102076849,-0.414163423301024,20.4429680379856,-2.69669368169018,34,8.76729090226386,47.516231,14.550072,8877067
"44","Austria",3,0.75,-0.74688732895877,-0.772617593044785,20.4429680379856,-2.69669368169018,34,8.76729090226386,47.516231,14.550072,8877067
"45","Austria",3,1,-0.704456716571546,-0.733291880685188,20.4429680379856,-2.69669368169018,34,8.76729090226386,47.516231,14.550072,8877067
"46","Belarus",1,0,0.487680088410188,0.559745184431697,21.4595583990503,-6.08091408294802,28,7.47504322009185,53.709807,27.953389,9466856
"47","Belarus",1,0.25,0.446604380772572,0.490299996560585,21.4595583990503,-6.08091408294802,28,7.47504322009185,53.709807,27.953389,9466856
"48","Belarus",1,0.5,-0.183771654868839,-0.0751814491524296,21.4595583990503,-6.08091408294802,28,7.47504322009185,53.709807,27.953389,9466856
"49","Belarus",1,0.75,-0.662071875112803,-0.535864713355295,21.4595583990503,-6.08091408294802,28,7.47504322009185,53.709807,27.953389,9466856
"50","Belarus",1,1,-0.66643751806252,-0.572223008852102,21.4595583990503,-6.08091408294802,28,7.47504322009185,53.709807,27.953389,9466856
"51","Belarus",2,0,0.564902176206837,0.562712034086051,21.4595583990503,-6.08091408294802,28,7.47504322009185,53.709807,27.953389,9466856
"52","Belarus",2,0.25,0.503834791755946,0.503151708283918,21.4595583990503,-6.08091408294802,28,7.47504322009185,53.709807,27.953389,9466856
"53","Belarus",2,0.5,-0.16713349249403,-0.0361438421823096,21.4595583990503,-6.08091408294802,28,7.47504322009185,53.709807,27.953389,9466856
"54","Belarus",2,0.75,-0.695045698579251,-0.497481854489369,21.4595583990503,-6.08091408294802,28,7.47504322009185,53.709807,27.953389,9466856
"55","Belarus",2,1,-0.706637420495558,-0.568922810851664,21.4595583990503,-6.08091408294802,28,7.47504322009185,53.709807,27.953389,9466856
"56","Belarus",3,0,0.489528132306607,0.561258797446565,21.4595583990503,-6.08091408294802,28,7.47504322009185,53.709807,27.953389,9466856
"57","Belarus",3,0.25,0.448488783982371,0.497063130011218,21.4595583990503,-6.08091408294802,28,7.47504322009185,53.709807,27.953389,9466856
"58","Belarus",3,0.5,-0.14253406355942,-0.0545640025096128,21.4595583990503,-6.08091408294802,28,7.47504322009185,53.709807,27.953389,9466856
"59","Belarus",3,0.75,-0.630437088514231,-0.517483340677584,21.4595583990503,-6.08091408294802,28,7.47504322009185,53.709807,27.953389,9466856
"60","Belarus",3,1,-0.635727630125561,-0.571784206005854,21.4595583990503,-6.08091408294802,28,7.47504322009185,53.709807,27.953389,9466856
"61","Belgium",1,0,0.580844404799096,0.760191080331326,18.5749419854765,2.66865848062165,31,10.5166396364409,50.503887,4.469936,11484055
"62","Belgium",1,0.25,0.469224175191385,0.528681509694303,18.5749419854765,2.66865848062165,31,10.5166396364409,50.503887,4.469936,11484055
"63","Belgium",1,0.5,-0.386657814034348,-0.430595773221092,18.5749419854765,2.66865848062165,31,10.5166396364409,50.503887,4.469936,11484055
"64","Belgium",1,0.75,-0.857037106114177,-0.874341659631243,18.5749419854765,2.66865848062165,31,10.5166396364409,50.503887,4.469936,11484055
"65","Belgium",1,1,-0.816012100432983,-0.821244159547458,18.5749419854765,2.66865848062165,31,10.5166396364409,50.503887,4.469936,11484055
"66","Belgium",2,0,0.645416801808676,0.773549560414831,18.5749419854765,2.66865848062165,31,10.5166396364409,50.503887,4.469936,11484055
"67","Belgium",2,0.25,0.532114944515518,0.559487368606241,18.5749419854765,2.66865848062165,31,10.5166396364409,50.503887,4.469936,11484055
"68","Belgium",2,0.5,-0.296757581059565,-0.395174821422522,18.5749419854765,2.66865848062165,31,10.5166396364409,50.503887,4.469936,11484055
"69","Belgium",2,0.75,-0.79722309936821,-0.875845067385447,18.5749419854765,2.66865848062165,31,10.5166396364409,50.503887,4.469936,11484055
"70","Belgium",2,1,-0.749347444396774,-0.843169431534233,18.5749419854765,2.66865848062165,31,10.5166396364409,50.503887,4.469936,11484055
"71","Belgium",3,0,0.603705542638061,0.767079123987126,18.5749419854765,2.66865848062165,31,10.5166396364409,50.503887,4.469936,11484055
"72","Belgium",3,0.25,0.484671588963914,0.544836168329346,18.5749419854765,2.66865848062165,31,10.5166396364409,50.503887,4.469936,11484055
"73","Belgium",3,0.5,-0.355306900202675,-0.412111545663983,18.5749419854765,2.66865848062165,31,10.5166396364409,50.503887,4.469936,11484055
"74","Belgium",3,0.75,-0.838931260033241,-0.875870932439986,18.5749419854765,2.66865848062165,31,10.5166396364409,50.503887,4.469936,11484055
"75","Belgium",3,1,-0.796407806728908,-0.832905270671267,18.5749419854765,2.66865848062165,31,10.5166396364409,50.503887,4.469936,11484055
"76","Brazil",1,0,0.179714668051016,0.366383302532265,26.8270068859397,22.8861612748017,6,24.8800554981854,-14.235004,-51.92528,211049527
"77","Brazil",1,0.25,0.244173415748217,0.403195507894944,26.8270068859397,22.8861612748017,6,24.8800554981854,-14.235004,-51.92528,211049527
"78","Brazil",1,0.5,0.214338378825673,0.163815687609918,26.8270068859397,22.8861612748017,6,24.8800554981854,-14.235004,-51.92528,211049527
"79","Brazil",1,0.75,-0.0683655160584259,-0.273442011485192,26.8270068859397,22.8861612748017,6,24.8800554981854,-14.235004,-51.92528,211049527
"80","Brazil",1,1,-0.101478374503724,-0.349073577248851,26.8270068859397,22.8861612748017,6,24.8800554981854,-14.235004,-51.92528,211049527
"81","Brazil",2,0,-0.282807063152183,0.363492724413662,26.8270068859397,22.8861612748017,6,24.8800554981854,-14.235004,-51.92528,211049527
"82","Brazil",2,0.25,-0.157256128606108,0.402327124205161,26.8270068859397,22.8861612748017,6,24.8800554981854,-14.235004,-51.92528,211049527
"83","Brazil",2,0.5,0.120331558875803,0.173522119820616,26.8270068859397,22.8861612748017,6,24.8800554981854,-14.235004,-51.92528,211049527
"84","Brazil",2,0.75,0.143503123093654,-0.263970248221875,26.8270068859397,22.8861612748017,6,24.8800554981854,-14.235004,-51.92528,211049527
"85","Brazil",2,1,0.148692991614293,-0.345419935890332,26.8270068859397,22.8861612748017,6,24.8800554981854,-14.235004,-51.92528,211049527
"86","Brazil",3,0,0.041603922000538,0.36475402223871,26.8270068859397,22.8861612748017,6,24.8800554981854,-14.235004,-51.92528,211049527
"87","Brazil",3,0.25,0.166570427347893,0.402738492226259,26.8270068859397,22.8861612748017,6,24.8800554981854,-14.235004,-51.92528,211049527
"88","Brazil",3,0.5,0.192567003450727,0.169370228910478,26.8270068859397,22.8861612748017,6,24.8800554981854,-14.235004,-51.92528,211049527
"89","Brazil",3,0.75,-0.0503476568446952,-0.268087180874052,26.8270068859397,22.8861612748017,6,24.8800554981854,-14.235004,-51.92528,211049527
"90","Brazil",3,1,-0.0839070792043745,-0.34701375971907,26.8270068859397,22.8861612748017,6,24.8800554981854,-14.235004,-51.92528,211049527
"91","Bulgaria",1,0,0.541014878136467,0.679773390773703,25.231601509414,-1.05409025789005,32,11.9305760872596,42.733883,25.48583,6975761
"92","Bulgaria",1,0.25,0.439953390734463,0.459294022064851,25.231601509414,-1.05409025789005,32,11.9305760872596,42.733883,25.48583,6975761
"93","Bulgaria",1,0.5,-0.405051229276551,-0.397332143367144,25.231601509414,-1.05409025789005,32,11.9305760872596,42.733883,25.48583,6975761
"94","Bulgaria",1,0.75,-0.847804253079508,-0.795246238472745,25.231601509414,-1.05409025789005,32,11.9305760872596,42.733883,25.48583,6975761
"95","Bulgaria",1,1,-0.79662193162332,-0.763954559710361,25.231601509414,-1.05409025789005,32,11.9305760872596,42.733883,25.48583,6975761
"96","Bulgaria",2,0,0.612605216099797,0.697089313413294,25.231601509414,-1.05409025789005,32,11.9305760872596,42.733883,25.48583,6975761
"97","Bulgaria",2,0.25,0.520462545944623,0.499010169919716,25.231601509414,-1.05409025789005,32,11.9305760872596,42.733883,25.48583,6975761
"98","Bulgaria",2,0.5,-0.318215499578321,-0.345727352340438,25.231601509414,-1.05409025789005,32,11.9305760872596,42.733883,25.48583,6975761
"99","Bulgaria",2,0.75,-0.801298238101926,-0.780852907450406,25.231601509414,-1.05409025789005,32,11.9305760872596,42.733883,25.48583,6975761
"100","Bulgaria",2,1,-0.752439691031875,-0.800446852865545,25.231601509414,-1.05409025789005,32,11.9305760872596,42.733883,25.48583,6975761
"101","Bulgaria",3,0,0.558250752912442,0.688639136119008,25.231601509414,-1.05409025789005,32,11.9305760872596,42.733883,25.48583,6975761
"102","Bulgaria",3,0.25,0.463369014124137,0.480394730221321,25.231601509414,-1.05409025789005,32,11.9305760872596,42.733883,25.48583,6975761
"103","Bulgaria",3,0.5,-0.361055268784764,-0.369747172939807,25.231601509414,-1.05409025789005,32,11.9305760872596,42.733883,25.48583,6975761
"104","Bulgaria",3,0.75,-0.819107847219868,-0.790570390246969,25.231601509414,-1.05409025789005,32,11.9305760872596,42.733883,25.48583,6975761
"105","Bulgaria",3,1,-0.77257616867945,-0.784741600555496,25.231601509414,-1.05409025789005,32,11.9305760872596,42.733883,25.48583,6975761
"106","Cambodia",1,0,0.619767537798655,0.732492135587386,31.3194921350763,26.569218914443,16,28.9303232947762,12.565679,104.990963,16486542
"107","Cambodia",1,0.25,0.496289560595104,0.532855145198195,31.3194921350763,26.569218914443,16,28.9303232947762,12.565679,104.990963,16486542
"108","Cambodia",1,0.5,-0.236604518566978,-0.322158007583101,31.3194921350763,26.569218914443,16,28.9303232947762,12.565679,104.990963,16486542
"109","Cambodia",1,0.75,-0.669153287588211,-0.790808665974372,31.3194921350763,26.569218914443,16,28.9303232947762,12.565679,104.990963,16486542
"110","Cambodia",1,1,-0.619259274740531,-0.771081791716371,31.3194921350763,26.569218914443,16,28.9303232947762,12.565679,104.990963,16486542
"111","Cambodia",2,0,0.307400761093795,0.742041689667505,31.3194921350763,26.569218914443,16,28.9303232947762,12.565679,104.990963,16486542
"112","Cambodia",2,0.25,0.489544555350716,0.552788266674597,31.3194921350763,26.569218914443,16,28.9303232947762,12.565679,104.990963,16486542
"113","Cambodia",2,0.5,-0.217208020447939,-0.304325321591714,31.3194921350763,26.569218914443,16,28.9303232947762,12.565679,104.990963,16486542
"114","Cambodia",2,0.75,-0.437860520090048,-0.790483309905252,31.3194921350763,26.569218914443,16,28.9303232947762,12.565679,104.990963,16486542
"115","Cambodia",2,1,-0.356563039254495,-0.778044468133766,31.3194921350763,26.569218914443,16,28.9303232947762,12.565679,104.990963,16486542
"116","Cambodia",3,0,0.684235129364849,0.738120288297044,31.3194921350763,26.569218914443,16,28.9303232947762,12.565679,104.990963,16486542
"117","Cambodia",3,0.25,0.539825792216309,0.544650416106579,31.3194921350763,26.569218914443,16,28.9303232947762,12.565679,104.990963,16486542
"118","Cambodia",3,0.5,-0.216977532308133,-0.311684662283364,31.3194921350763,26.569218914443,16,28.9303232947762,12.565679,104.990963,16486542
"119","Cambodia",3,0.75,-0.575966430777108,-0.790732679975099,31.3194921350763,26.569218914443,16,28.9303232947762,12.565679,104.990963,16486542
"120","Cambodia",3,1,-0.518169059420517,-0.775216242152993,31.3194921350763,26.569218914443,16,28.9303232947762,12.565679,104.990963,16486542
"121","Cameroon",1,0,0.539915752475969,0.608163174207795,28.3070526767857,24.0995169799991,12,26.2070221516003,7.369722,12.354722,25876380
"122","Cameroon",1,0.25,0.471953020858368,0.532689240494214,28.3070526767857,24.0995169799991,12,26.2070221516003,7.369722,12.354722,25876380
"123","Cameroon",1,0.5,-0.300292175614909,-0.111157624920049,28.3070526767857,24.0995169799991,12,26.2070221516003,7.369722,12.354722,25876380
"124","Cameroon",1,0.75,-0.773541432123168,-0.606713858246208,28.3070526767857,24.0995169799991,12,26.2070221516003,7.369722,12.354722,25876380
"125","Cameroon",1,1,-0.716873282894385,-0.618719467127645,28.3070526767857,24.0995169799991,12,26.2070221516003,7.369722,12.354722,25876380
"126","Cameroon",2,0,0.826978200223855,0.610588997416671,28.3070526767857,24.0995169799991,12,26.2070221516003,7.369722,12.354722,25876380
"127","Cameroon",2,0.25,0.687507919369312,0.541941096447817,28.3070526767857,24.0995169799991,12,26.2070221516003,7.369722,12.354722,25876380
"128","Cameroon",2,0.5,-0.402304775840722,-0.0945564635747427,28.3070526767857,24.0995169799991,12,26.2070221516003,7.369722,12.354722,25876380
"129","Cameroon",2,0.75,-0.602743678314741,-0.601513763966693,28.3070526767857,24.0995169799991,12,26.2070221516003,7.369722,12.354722,25876380
"130","Cameroon",2,1,-0.48470219564606,-0.620387455305141,28.3070526767857,24.0995169799991,12,26.2070221516003,7.369722,12.354722,25876380
"131","Cameroon",3,0,0.604037368833599,0.609588242302547,28.3070526767857,24.0995169799991,12,26.2070221516003,7.369722,12.354722,25876380
"132","Cameroon",3,0.25,0.512477237433437,0.538086986507759,28.3070526767857,24.0995169799991,12,26.2070221516003,7.369722,12.354722,25876380
"133","Cameroon",3,0.5,-0.323495840864233,-0.101592888222099,28.3070526767857,24.0995169799991,12,26.2070221516003,7.369722,12.354722,25876380
"134","Cameroon",3,0.75,-0.687254538883863,-0.603810182673395,28.3070526767857,24.0995169799991,12,26.2070221516003,7.369722,12.354722,25876380
"135","Cameroon",3,1,-0.57781251415764,-0.619720920613527,28.3070526767857,24.0995169799991,12,26.2070221516003,7.369722,12.354722,25876380
"136","Canada",1,0,0.708557424924468,0.880328907268831,17.4202989105623,-13.3856705313376,30,1.79836202341038,56.130366,-106.346771,37589262
"137","Canada",1,0.25,0.61080599150672,0.715380983525284,17.4202989105623,-13.3856705313376,30,1.79836202341038,56.130366,-106.346771,37589262
"138","Canada",1,0.5,-0.230450485738432,-0.266403155549523,17.4202989105623,-13.3856705313376,30,1.79836202341038,56.130366,-106.346771,37589262
"139","Canada",1,0.75,-0.915854691005849,-0.914892633524279,17.4202989105623,-13.3856705313376,30,1.79836202341038,56.130366,-106.346771,37589262
"140","Canada",1,1,-0.947416776524936,-0.922831111650203,17.4202989105623,-13.3856705313376,30,1.79836202341038,56.130366,-106.346771,37589262
"141","Canada",2,0,0.778040333851685,0.884663602058836,17.4202989105623,-13.3856705313376,30,1.79836202341038,56.130366,-106.346771,37589262
"142","Canada",2,0.25,0.679802456080952,0.732537933727342,17.4202989105623,-13.3856705313376,30,1.79836202341038,56.130366,-106.346771,37589262
"143","Canada",2,0.5,-0.178058405067888,-0.220899047545885,17.4202989105623,-13.3856705313376,30,1.79836202341038,56.130366,-106.346771,37589262
"144","Canada",2,0.75,-0.933189526883176,-0.885048695091171,17.4202989105623,-13.3856705313376,30,1.79836202341038,56.130366,-106.346771,37589262
"145","Canada",2,1,-0.95804969141393,-0.933774284687925,17.4202989105623,-13.3856705313376,30,1.79836202341038,56.130366,-106.346771,37589262
"146","Canada",3,0,0.714010982497989,0.882428994703433,17.4202989105623,-13.3856705313376,30,1.79836202341038,56.130366,-106.346771,37589262
"147","Canada",3,0.25,0.617091983259915,0.724157564290004,17.4202989105623,-13.3856705313376,30,1.79836202341038,56.130366,-106.346771,37589262
"148","Canada",3,0.5,-0.192514714551947,-0.242809443781984,17.4202989105623,-13.3856705313376,30,1.79836202341038,56.130366,-106.346771,37589262
"149","Canada",3,0.75,-0.895438840412931,-0.901233664301508,17.4202989105623,-13.3856705313376,30,1.79836202341038,56.130366,-106.346771,37589262
"150","Canada",3,1,-0.934827270749765,-0.929539647091095,17.4202989105623,-13.3856705313376,30,1.79836202341038,56.130366,-106.346771,37589262
"151","Chile",1,0,0.783500088758609,0.898209040212449,18.0972532583035,8.16078876132076,4,13.1991727523811,-35.675147,-71.542969,18952038
"152","Chile",1,0.25,0.686436332865141,0.761155294233418,18.0972532583035,8.16078876132076,4,13.1991727523811,-35.675147,-71.542969,18952038
"153","Chile",1,0.5,-0.140115570859341,-0.238831569064559,18.0972532583035,8.16078876132076,4,13.1991727523811,-35.675147,-71.542969,18952038
"154","Chile",1,0.75,-0.835292759217051,-0.915928704887582,18.0972532583035,8.16078876132076,4,13.1991727523811,-35.675147,-71.542969,18952038
"155","Chile",1,1,-0.855191836515839,-0.919753525020121,18.0972532583035,8.16078876132076,4,13.1991727523811,-35.675147,-71.542969,18952038
"156","Chile",2,0,0.821997202462979,0.904346804305038,18.0972532583035,8.16078876132076,4,13.1991727523811,-35.675147,-71.542969,18952038
"157","Chile",2,0.25,0.759848573830826,0.781789257190765,18.0972532583035,8.16078876132076,4,13.1991727523811,-35.675147,-71.542969,18952038
"158","Chile",2,0.5,-0.0583522357635676,-0.203189683185126,18.0972532583035,8.16078876132076,4,13.1991727523811,-35.675147,-71.542969,18952038
"159","Chile",2,0.75,-0.789949966916568,-0.904803809602354,18.0972532583035,8.16078876132076,4,13.1991727523811,-35.675147,-71.542969,18952038
"160","Chile",2,1,-0.793409869219149,-0.925861248198758,18.0972532583035,8.16078876132076,4,13.1991727523811,-35.675147,-71.542969,18952038
"161","Chile",3,0,0.795189340697826,0.901481934050747,18.0972532583035,8.16078876132076,4,13.1991727523811,-35.675147,-71.542969,18952038
"162","Chile",3,0.25,0.699733456860316,0.77216087285746,18.0972532583035,8.16078876132076,4,13.1991727523811,-35.675147,-71.542969,18952038
"163","Chile",3,0.5,-0.135764387315212,-0.220084062269169,18.0972532583035,8.16078876132076,4,13.1991727523811,-35.675147,-71.542969,18952038
"164","Chile",3,0.75,-0.826653946966905,-0.910485831345248,18.0972532583035,8.16078876132076,4,13.1991727523811,-35.675147,-71.542969,18952038
"165","Chile",3,1,-0.841187142958699,-0.923146907847189,18.0972532583035,8.16078876132076,4,13.1991727523811,-35.675147,-71.542969,18952038
"166","China",1,0,0.593174953722445,0.75390428194245,25.5896135671934,-1.50949037611875,30,11.8474558240582,35.86166,104.195397,1397715000
"167","China",1,0.25,0.464120183231132,0.546695734039454,25.5896135671934,-1.50949037611875,30,11.8474558240582,35.86166,104.195397,1397715000
"168","China",1,0.5,-0.417161913347106,-0.439054996638945,25.5896135671934,-1.50949037611875,30,11.8474558240582,35.86166,104.195397,1397715000
"169","China",1,0.75,-0.961894817198918,-0.889163623144506,25.5896135671934,-1.50949037611875,30,11.8474558240582,35.86166,104.195397,1397715000
"170","China",1,1,-0.931019709400012,-0.843049057934995,25.5896135671934,-1.50949037611875,30,11.8474558240582,35.86166,104.195397,1397715000
"171","China",2,0,0.753794773716123,0.772396393427544,25.5896135671934,-1.50949037611875,30,11.8474558240582,35.86166,104.195397,1397715000
"172","China",2,0.25,0.622762496265396,0.590954892491619,25.5896135671934,-1.50949037611875,30,11.8474558240582,35.86166,104.195397,1397715000
"173","China",2,0.5,-0.329627438906795,-0.37188052009225,25.5896135671934,-1.50949037611875,30,11.8474558240582,35.86166,104.195397,1397715000
"174","China",2,0.75,-0.954671119941364,-0.869949383341267,25.5896135671934,-1.50949037611875,30,11.8474558240582,35.86166,104.195397,1397715000
"175","China",2,1,-0.909356950021612,-0.884761567058251,25.5896135671934,-1.50949037611875,30,11.8474558240582,35.86166,104.195397,1397715000
"176","China",3,0,0.638795754023181,0.763410868277373,25.5896135671934,-1.50949037611875,30,11.8474558240582,35.86166,104.195397,1397715000
"177","China",3,0.25,0.510461416354534,0.570223421873906,25.5896135671934,-1.50949037611875,30,11.8474558240582,35.86166,104.195397,1397715000
"178","China",3,0.5,-0.370063839652411,-0.403330097630443,25.5896135671934,-1.50949037611875,30,11.8474558240582,35.86166,104.195397,1397715000
"179","China",3,0.75,-0.944592314464222,-0.882972773972944,25.5896135671934,-1.50949037611875,30,11.8474558240582,35.86166,104.195397,1397715000
"180","China",3,1,-0.914867628910388,-0.867346951462876,25.5896135671934,-1.50949037611875,30,11.8474558240582,35.86166,104.195397,1397715000
"181","Colombia",1,0,-0.570211562088972,-0.375660969219547,26.9653531988473,26.0150345773259,14,26.4891865302731,4.570868,-74.297333,50339443
"182","Colombia",1,0.25,-0.511739017849352,-0.30272089546616,26.9653531988473,26.0150345773259,14,26.4891865302731,4.570868,-74.297333,50339443
"183","Colombia",1,0.5,-0.0317833517945343,0.181640793105383,26.9653531988473,26.0150345773259,14,26.4891865302731,4.570868,-74.297333,50339443
"184","Colombia",1,0.75,0.440212590190457,0.423738484044226,26.9653531988473,26.0150345773259,14,26.4891865302731,4.570868,-74.297333,50339443
"185","Colombia",1,1,0.411638121457459,0.389660126549714,26.9653531988473,26.0150345773259,14,26.4891865302731,4.570868,-74.297333,50339443
"186","Colombia",2,0,-0.478945614484332,-0.376421712762364,26.9653531988473,26.0150345773259,14,26.4891865302731,4.570868,-74.297333,50339443
"187","Colombia",2,0.25,-0.563542412844167,-0.304819450861809,26.9653531988473,26.0150345773259,14,26.4891865302731,4.570868,-74.297333,50339443
"188","Colombia",2,0.5,-0.381759115953073,0.179042969736978,26.9653531988473,26.0150345773259,14,26.4891865302731,4.570868,-74.297333,50339443
"189","Colombia",2,0.75,0.61080735363105,0.423869034872009,26.9653531988473,26.0150345773259,14,26.4891865302731,4.570868,-74.297333,50339443
"190","Colombia",2,1,0.75988998312591,0.390405592347119,26.9653531988473,26.0150345773259,14,26.4891865302731,4.570868,-74.297333,50339443
"191","Colombia",3,0,-0.509513908180423,-0.37610212101009,26.9653531988473,26.0150345773259,14,26.4891865302731,4.570868,-74.297333,50339443
"192","Colombia",3,0.25,-0.561602603994628,-0.303937145839817,26.9653531988473,26.0150345773259,14,26.4891865302731,4.570868,-74.297333,50339443
"193","Colombia",3,0.5,-0.0745755878097402,0.180139603208374,26.9653531988473,26.0150345773259,14,26.4891865302731,4.570868,-74.297333,50339443
"194","Colombia",3,0.75,0.414141257758644,0.423816936316578,26.9653531988473,26.0150345773259,14,26.4891865302731,4.570868,-74.297333,50339443
"195","Colombia",3,1,0.444382565349467,0.390092530733657,26.9653531988473,26.0150345773259,14,26.4891865302731,4.570868,-74.297333,50339443
