"","country","combination","mismatch","corsI","corsR","maxs","mins","means","lat","long","pop"
"1","Argentina",1,0,0.761761463123515,0.821316687937679,24.2906461119316,8.83344975548892,16.6845389297698,-38.416097,-63.616672,44938712
"2","Argentina",1,0.25,0.662236777786447,0.65833716176948,24.2906461119316,8.83344975548892,16.6845389297698,-38.416097,-63.616672,44938712
"3","Argentina",1,0.5,-0.176803853761347,-0.233223560875754,24.2906461119316,8.83344975548892,16.6845389297698,-38.416097,-63.616672,44938712
"4","Argentina",1,0.75,-0.862265867009216,-0.837474226462806,24.2906461119316,8.83344975548892,16.6845389297698,-38.416097,-63.616672,44938712
"5","Argentina",1,1,-0.875578367660141,-0.861112160817558,24.2906461119316,8.83344975548892,16.6845389297698,-38.416097,-63.616672,44938712
"6","Argentina",2,0,0.819304753786942,0.827958148499608,24.2906461119316,8.83344975548892,16.6845389297698,-38.416097,-63.616672,44938712
"7","Argentina",2,0.25,0.711317537261324,0.675124529898581,24.2906461119316,8.83344975548892,16.6845389297698,-38.416097,-63.616672,44938712
"8","Argentina",2,0.5,-0.143830794392396,-0.207723577374882,24.2906461119316,8.83344975548892,16.6845389297698,-38.416097,-63.616672,44938712
"9","Argentina",2,0.75,-0.846142596399299,-0.826010975139676,24.2906461119316,8.83344975548892,16.6845389297698,-38.416097,-63.616672,44938712
"10","Argentina",2,1,-0.853460064135917,-0.867103843683118,24.2906461119316,8.83344975548892,16.6845389297698,-38.416097,-63.616672,44938712
"11","Argentina",3,0,0.685566330650453,0.815791254705922,24.2906461119316,8.83344975548892,16.6845389297698,-38.416097,-63.616672,44938712
"12","Argentina",3,0.25,0.587917568020197,0.64392512113979,24.2906461119316,8.83344975548892,16.6845389297698,-38.416097,-63.616672,44938712
"13","Argentina",3,0.5,-0.192460646546552,-0.254639063251115,24.2906461119316,8.83344975548892,16.6845389297698,-38.416097,-63.616672,44938712
"14","Argentina",3,0.75,-0.819210825738208,-0.845012533655051,24.2906461119316,8.83344975548892,16.6845389297698,-38.416097,-63.616672,44938712
"15","Argentina",3,1,-0.831051779864477,-0.855245606043544,24.2906461119316,8.83344975548892,16.6845389297698,-38.416097,-63.616672,44938712
"16","Argentina",4,0,0.808656584710967,0.828869491020929,24.2906461119316,8.83344975548892,16.6845389297698,-38.416097,-63.616672,44938712
"17","Argentina",4,0.25,0.699889990778166,0.677389457309669,24.2906461119316,8.83344975548892,16.6845389297698,-38.416097,-63.616672,44938712
"18","Argentina",4,0.5,-0.142769087296726,-0.204231420055844,24.2906461119316,8.83344975548892,16.6845389297698,-38.416097,-63.616672,44938712
"19","Argentina",4,0.75,-0.832000273782449,-0.824224028750282,24.2906461119316,8.83344975548892,16.6845389297698,-38.416097,-63.616672,44938712
"20","Argentina",4,1,-0.839378913827893,-0.867832914477075,24.2906461119316,8.83344975548892,16.6845389297698,-38.416097,-63.616672,44938712
"21","Argentina",5,0,0.783386988165928,0.822808863070048,24.2906461119316,8.83344975548892,16.6845389297698,-38.416097,-63.616672,44938712
"22","Argentina",5,0.25,0.6823066930882,0.662155329676062,24.2906461119316,8.83344975548892,16.6845389297698,-38.416097,-63.616672,44938712
"23","Argentina",5,0.5,-0.170849053325024,-0.227479798034911,24.2906461119316,8.83344975548892,16.6845389297698,-38.416097,-63.616672,44938712
"24","Argentina",5,0.75,-0.869788554192317,-0.835132161021291,24.2906461119316,8.83344975548892,16.6845389297698,-38.416097,-63.616672,44938712
"25","Argentina",5,1,-0.88112460582564,-0.86256039492794,24.2906461119316,8.83344975548892,16.6845389297698,-38.416097,-63.616672,44938712
"26","Australia",1,0,0.678812394422581,0.78204515823541,24.4554400710569,11.1707776743704,17.9068989946278,-25.274398,133.775136,25364307
"27","Australia",1,0.25,0.564001572360251,0.573941747128438,24.4554400710569,11.1707776743704,17.9068989946278,-25.274398,133.775136,25364307
"28","Australia",1,0.5,-0.374092259924477,-0.393562086465657,24.4554400710569,11.1707776743704,17.9068989946278,-25.274398,133.775136,25364307
"29","Australia",1,0.75,-0.908004977488626,-0.87635447123843,24.4554400710569,11.1707776743704,17.9068989946278,-25.274398,133.775136,25364307
"30","Australia",1,1,-0.863091202872719,-0.840305071266533,24.4554400710569,11.1707776743704,17.9068989946278,-25.274398,133.775136,25364307
"31","Australia",2,0,0.736350224539092,0.791359979721617,24.4554400710569,11.1707776743704,17.9068989946278,-25.274398,133.775136,25364307
"32","Australia",2,0.25,0.616382598354719,0.594145084435154,24.4554400710569,11.1707776743704,17.9068989946278,-25.274398,133.775136,25364307
"33","Australia",2,0.5,-0.336028327968683,-0.371399092013618,24.4554400710569,11.1707776743704,17.9068989946278,-25.274398,133.775136,25364307
"34","Australia",2,0.75,-0.864806962718593,-0.875281625874358,24.4554400710569,11.1707776743704,17.9068989946278,-25.274398,133.775136,25364307
"35","Australia",2,1,-0.809974087865785,-0.8515835652013,24.4554400710569,11.1707776743704,17.9068989946278,-25.274398,133.775136,25364307
"36","Australia",3,0,0.609308239919826,0.774211801497408,24.4554400710569,11.1707776743704,17.9068989946278,-25.274398,133.775136,25364307
"37","Australia",3,0.25,0.498977153700992,0.556514363999278,24.4554400710569,11.1707776743704,17.9068989946278,-25.274398,133.775136,25364307
"38","Australia",3,0.5,-0.376225097459332,-0.412197677956128,24.4554400710569,11.1707776743704,17.9068989946278,-25.274398,133.775136,25364307
"39","Australia",3,0.75,-0.881211108276525,-0.875729121441054,24.4554400710569,11.1707776743704,17.9068989946278,-25.274398,133.775136,25364307
"40","Australia",3,1,-0.85153909189071,-0.830274490986216,24.4554400710569,11.1707776743704,17.9068989946278,-25.274398,133.775136,25364307
"41","Australia",4,0,0.731101113293039,0.792629960898054,24.4554400710569,11.1707776743704,17.9068989946278,-25.274398,133.775136,25364307
"42","Australia",4,0.25,0.610698359450565,0.596862041503435,24.4554400710569,11.1707776743704,17.9068989946278,-25.274398,133.775136,25364307
"43","Australia",4,0.5,-0.330649054918357,-0.368368079560618,24.4554400710569,11.1707776743704,17.9068989946278,-25.274398,133.775136,25364307
"44","Australia",4,0.75,-0.851459639824249,-0.87497739038175,24.4554400710569,11.1707776743704,17.9068989946278,-25.274398,133.775136,25364307
"45","Australia",4,1,-0.797688615424757,-0.853067042054881,24.4554400710569,11.1707776743704,17.9068989946278,-25.274398,133.775136,25364307
"46","Australia",5,0,0.697773011126212,0.784147298160514,24.4554400710569,11.1707776743704,17.9068989946278,-25.274398,133.775136,25364307
"47","Australia",5,0.25,0.581359736647226,0.578546524728501,24.4554400710569,11.1707776743704,17.9068989946278,-25.274398,133.775136,25364307
"48","Australia",5,0.5,-0.370275683344622,-0.38856632365387,24.4554400710569,11.1707776743704,17.9068989946278,-25.274398,133.775136,25364307
"49","Australia",5,0.75,-0.908310885647354,-0.876287503445405,24.4554400710569,11.1707776743704,17.9068989946278,-25.274398,133.775136,25364307
"50","Australia",5,1,-0.859191591718012,-0.842911542240812,24.4554400710569,11.1707776743704,17.9068989946278,-25.274398,133.775136,25364307
"51","Austria",1,0,0.509789146596648,0.645115261039909,20.4429680379856,-2.69669368169018,8.76729090226386,47.516231,14.550072,8877067
"52","Austria",1,0.25,0.413043867078819,0.416228660954658,20.4429680379856,-2.69669368169018,8.76729090226386,47.516231,14.550072,8877067
"53","Austria",1,0.5,-0.360943995762672,-0.421209742018873,20.4429680379856,-2.69669368169018,8.76729090226386,47.516231,14.550072,8877067
"54","Austria",1,0.75,-0.76295546954081,-0.771852964191158,20.4429680379856,-2.69669368169018,8.76729090226386,47.516231,14.550072,8877067
"55","Austria",1,1,-0.716954145994009,-0.726930425721729,20.4429680379856,-2.69669368169018,8.76729090226386,47.516231,14.550072,8877067
"56","Austria",2,0,0.533947941180721,0.651657218678657,20.4429680379856,-2.69669368169018,8.76729090226386,47.516231,14.550072,8877067
"57","Austria",2,0.25,0.433921348854742,0.431382750618679,20.4429680379856,-2.69669368169018,8.76729090226386,47.516231,14.550072,8877067
"58","Austria",2,0.5,-0.320708208492464,-0.403897909067123,20.4429680379856,-2.69669368169018,8.76729090226386,47.516231,14.550072,8877067
